"participant","date_post","spk_accent","spk_bilingual","spk_ease","spk_fluency_1","spk_lang_1","spk_percep","spk_region","spk_accent_strength","spk_accent_type","spk_fluency_2","spk_lang_2","spk_sub_region","spk_country","variability","similarity","match_list","order","speaker"
"5fcc103fb2ab80a01f32f7ae",2023-07-20 05:05:13,"Yes","Yes",4,5,"Standard Arabic",4,"Africa",4,"[""acc_ex"",""acc_social""]",5,"Standard Arabic","Northern",NA,"variant","similar",2,"order4",5
"60fcfc727484888d11fac02a",2023-07-20 05:05:56,"Yes","Yes",3,5,"Standard Arabic",4,"Americas",3,"[""acc_social"",""acc_l2""]",4,"English","Northern","United States of America","invariant","similar",1,"order4",5
"5b6515e83662a8000158b2aa",2023-07-20 05:14:07,"Yes","Yes",2,5,"Russian",3,"Europe",4,"[""acc_ex"",""acc_l2""]",3,"English","Eastern",NA,"variant","control",2,"order4",5
"5826340fc8fa310001000e20",2023-09-09 21:12:03,"Yes","Yes",4,5,"Spanish",4,"Americas",3,"[""acc_l2"",""acc_social""]",4,"English","Southern","Colombia","invariant","control",3,"order4",5
"615a084387075364a7462335",2023-09-09 21:08:28,"Yes","Yes",3,5,"Urdu",3,"Africa",4,"[""acc_ex"",""acc_social"",""acc_l2""]",3,"Standard Arabic","Northern",NA,"invariant","similar",3,"order4",5
"6108b47894667158bad7b56e",2023-09-09 21:13:06,"Yes","Yes",4,5,"Spanish",4,"Europe",3,"[""acc_ex""]",4,"Urdu","Western",NA,"variant","dissimilar",3,"order4",5
"5d8d12f6d88e3a00142c9751",2023-09-09 21:03:39,"Yes","Yes",4,4,"Mandarin",4,"Asia",4,"[""acc_ex"",""acc_l2""]",4,"English","Eastern",NA,"variant","control",3,"order4",5
"5c19d6768e10de0001ff255f",2023-09-09 20:30:53,"Yes","Yes",3,5,"Hindi",3,"Asia",3,"[""acc_ex"",""acc_social"",""acc_us"",""acc_l2""]",4,"English","Southeastern",NA,"invariant","dissimilar",3,"order4",5
"5f5e32a0d6a12c6857b8e127",2023-09-09 22:59:11,"Yes","No",2,2,"English",2,"Europe",5,"[""acc_ex""]",NA,NA,"Western",NA,"invariant","dissimilar",3,"order4",5
"58757c2758ca4c00018ce73f",2023-09-09 21:11:39,"Yes","Yes",4,5,"Russian",4,"Europe",3,"[""acc_ex""]",4,"English","Eastern",NA,"variant","control",3,"order4",5
"62fbdda6e4b5a034b71296f8",2023-09-09 21:15:21,"Yes","Yes",3,5,"Hindi",3,"Asia",5,"[""acc_ex"",""acc_l2"",""acc_social""]",4,"English","Southern",NA,"variant","similar",3,"order4",5
"5c67a79a2f6d5e000174ced0",2023-09-09 21:30:45,"Yes","No",4,1,"None of these",4,"Europe",5,"[""acc_l2""]",NA,NA,"Eastern",NA,"variant","similar",3,"order4",5
"585aefed73f2620001c21d75",2023-09-09 20:39:41,"Yes","Yes",2,5,"Spanish",3,"Americas",5,"[""acc_ex""]",3,"English","Southern","Colombia","variant","control",3,"order4",5
"5ef246c6d2b9060809858e7e",2023-09-09 21:07:27,"Yes","No",2,5,"Standard Arabic",3,"Asia",5,"[""acc_l2""]",NA,NA,"Eastern",NA,"invariant","similar",3,"order4",5
"5b53e95f4bbe600001465c18",2023-09-09 21:11:16,"Yes","Yes",2,5,"Spanish",2,"Americas",5,"[""acc_social"",""acc_l2"",""acc_ex""]",3,"English","Central","Mexico","variant","dissimilar",3,"order4",5
"60c948db3f288a3058c67f98",2023-09-09 21:13:28,"Yes","Yes",2,1,"Standard Arabic",3,"Asia",5,"[""acc_ex""]",3,"English","Central",NA,"variant","similar",3,"order4",5
"62e750fa810b090c094dc2f0",2023-09-09 21:32:43,"Yes","Yes",3,5,"Portuguese",4,"Europe",4,"[""acc_l2""]",2,"English","Western",NA,"invariant","similar",3,"order4",5
"5fc6df58f380620a09116434",2023-09-09 21:18:02,"Yes","Yes",3,5,"Spanish",2,"Americas",4,"[""acc_ex"",""acc_l2""]",4,"English","Central","Guatemala	","invariant","similar",3,"order4",5
"6154c1748e0de2c3afdab62c",2023-09-09 21:20:07,"Yes","Yes",2,4,"Mandarin",3,"Asia",5,"[""acc_l2""]",2,"English","Southeastern",NA,"invariant","dissimilar",3,"order4",5
"5d612ae16512d700159face7",2023-09-09 23:04:59,"Yes","Yes",3,4,"French",3,"Europe",4,"[""acc_ex"",""acc_l2""]",3,"English","Western",NA,"invariant","dissimilar",3,"order4",5
"62a8f6b1a7a7e5eb492c0231",2023-09-10 03:26:02,"Yes","Yes",2,5,"Bengali",3,"Asia",3,"[""acc_l2"",""acc_social""]",3,"English","Southeastern",NA,"variant","similar",3,"order4",5
"628804d2d0584458ddaafc0c",2023-07-26 16:43:44,"Yes","Yes",2,5,"Russian",3,"Europe",4,"[""acc_l2""]",3,"English","Eastern",NA,"invariant","control",2,"order1",6
"5e1d70edd727e90dea42d137",2023-07-26 17:05:51,"Yes","Yes",4,3,"French",4,"Europe",5,"[""acc_l2""]",5,"English","Western",NA,"invariant","control",1,"order1",6
"5f39eb3c94f71318adf97910",2023-07-26 17:11:48,"Yes","Yes",1,5,"Spanish",2,"Americas",5,"[""acc_ex"",""acc_l2"",""acc_social""]",4,"English","Central","Mexico","invariant","control",2,"order1",6
"5ef98087540ce971a8fb4280",2023-07-26 17:22:30,"Yes","Yes",2,4,"Hindi",2,"Asia",4,"[""acc_l2""]",3,"English","Southern",NA,"invariant","control",2,"order1",6
"607134f478e13587bd89e13a",2023-07-26 16:37:04,"Yes","Yes",3,5,"Bengali",3,"Africa",5,"[""acc_ex"",""acc_social"",""acc_l2""]",3,"English","Western",NA,"invariant","control",1,"order1",6
"61267e282a445af9eb95beae",2023-07-26 16:37:21,"Yes","Yes",3,5,"Hindi",3,"Asia",3,"[""acc_social"",""acc_l2""]",3,"English","Southern",NA,"invariant","control",2,"order1",6
"63ea54cae81a2baf10a14930",2023-07-26 17:05:56,"Yes","Yes",3,5,"Russian",3,"Europe",4,"[""acc_l2"",""acc_social""]",4,"English","Eastern",NA,"invariant","control",1,"order1",6
"5e7fefe06c12706d47e35211",2023-07-26 17:09:41,"Yes","Yes",2,5,"Hindi",3,"Asia",4,"[""acc_ex"",""acc_l2""]",4,"English","Western",NA,"invariant","control",1,"order1",6
"59f77d39b47dfc0001b660ea",2023-07-26 17:19:48,"Yes","Yes",2,3,"None of these",3,"Asia",5,"[""acc_l2"",""acc_ex""]",4,"English","Eastern",NA,"invariant","control",1,"order1",6
"60d2a92c1f66a1f2416f1d33",2023-07-26 21:06:28,"Yes","Yes",4,5,"Hindi",4,"Asia",2,"[""acc_l2""]",5,"Hindi","Southern",NA,"invariant","control",2,"order4",5
"63616ac9601c2ac49b1cc4af",2023-07-26 18:36:08,"Yes","Yes",4,5,"Spanish",4,"Americas",4,"[""acc_l2""]",3,"English","Southern","Colombia","invariant","control",1,"order4",5
"610878f08e2b6c83ea3905da",2023-07-26 20:52:56,"Yes","Yes",3,5,"Spanish",3,"Americas",3,"[""acc_social"",""acc_l2""]",4,"English","Central","Costa Rica","invariant","control",1,"order4",5
"6278700097208c3f1b717481",2023-07-26 22:51:48,"Yes","Yes",4,4,"None of these",4,"Europe",2,"[""acc_l2""]",4,"None of these","Southern",NA,"invariant","control",2,"order3",4
"5c82c9a4d8302a00010639b8",2023-07-26 21:18:58,"Yes","Yes",3,5,"Hindi",3,"Asia",4,"[""acc_ex"",""acc_l2""]",4,"English","Central",NA,"invariant","control",2,"order4",5
"60e678d3668a47695ccfe841",2023-07-26 21:12:52,"Yes","Yes",2,4,"Mandarin",2,"Asia",5,"[""acc_social"",""acc_l2""]",5,"English","Southeastern",NA,"invariant","control",1,"order4",5
"5f20c7843957f61f62c58bb6",2023-07-26 21:22:05,"Yes","Yes",4,5,"Spanish",4,"Americas",4,"[""acc_l2""]",5,"English","Central","Mexico","invariant","control",1,"order4",5
"5dddd95d238a91d4fa1a8cf6",2023-07-26 21:15:46,"Yes","Yes",4,3,"Standard Arabic",3,"Asia",3,"[""acc_social"",""acc_ex""]",3,"English","Western",NA,"invariant","control",1,"order4",5
"62fd19522ad91588ac9881e7",2023-07-26 20:31:09,"Yes","Yes",3,4,"Standard Arabic",3,"Asia",4,"[""acc_ex"",""acc_social"",""acc_l2""]",4,"English","Western",NA,"invariant","control",1,"order4",5
"6401fab47eb81e7326152d8e",2023-07-26 20:53:34,"Yes","Yes",4,5,"Spanish",3,"Americas",3,"[""acc_l2""]",5,"Spanish","Southern","Peru","invariant","control",1,"order4",5
"6111234ac8cfa49e38acbfb4",2023-07-26 21:00:53,"Yes","Yes",3,5,"Spanish",3,"Americas",4,"[""acc_social"",""acc_ex"",""acc_l2""]",4,"English","Southern","Brazil","invariant","control",1,"order4",5
"610247cdbc9b348fd6601cb3",2023-07-26 21:08:48,"Yes","Yes",3,5,"Mandarin",4,"Asia",3,"[""acc_ex"",""acc_l2"",""acc_social""]",3,"English","Eastern",NA,"invariant","control",2,"order4",5
"60bfe979f044ae9801bac501",2023-07-26 21:18:08,"No","Yes",4,5,"English",3,"Europe",NA,NA,1,"Russian","Southern",NA,"invariant","control",1,"order4",5
"5ecfe4891d96f707354f918b",2023-07-26 21:22:56,"Yes","Yes",2,1,"French",2,"Europe",4,"[""acc_ex""]",2,"English","Southern",NA,"invariant","control",2,"order4",5
"58ae37d8e6afe00001d36ac9",2023-07-26 21:22:32,"Yes","Yes",2,4,"Spanish",3,"Americas",5,"[""acc_ex"",""acc_social"",""acc_l2""]",2,"English","Southern","Colombia","invariant","control",2,"order4",5
"6135752aa4ee5158b0708670",2023-07-26 21:38:13,"No","No",4,5,"English",5,"Americas",NA,NA,NA,NA,"Northern","United States of America","invariant","control",1,"order4",5
"611e0d3c67d86e1ff9f58428",2023-07-26 23:32:10,"Yes","Yes",2,4,"Portuguese",2,"Europe",4,"[""acc_ex"",""acc_l2"",""acc_social""]",2,"English","Western",NA,"invariant","control",2,"order3",4
"64148386b15c3ddfef1fcd69",2023-07-26 23:42:17,"Yes","Yes",2,4,"Russian",2,"Europe",3,"[""acc_l2""]",4,"English","Eastern",NA,"invariant","control",1,"order3",4
"6127c369bdff7dc17f0724a2",2023-07-27 00:06:32,"Yes","Yes",4,5,"Mandarin",4,"Asia",4,"[""acc_l2""]",5,"English","Central",NA,"invariant","control",1,"order3",4
"5cf4bf2e7e2e1400177f2cc8",2023-07-26 23:30:42,"Yes","Yes",3,5,"Portuguese",3,"Europe",5,"[""acc_l2""]",3,"English","Southern",NA,"invariant","control",2,"order3",4
"5f038dc85819b15b08840dfd",2023-07-26 23:53:34,"Yes","Yes",4,4,"Spanish",4,"Americas",4,"[""acc_l2""]",3,"English","Central","Costa Rica","invariant","control",2,"order3",4
"5cf961c4e5e7c70015fa7a10",2023-07-27 01:31:18,"Yes","Yes",2,5,"Hindi",3,"Asia",4,"[""acc_ex"",""acc_l2""]",3,"English","Southern",NA,"invariant","control",1,"order2",3
"640b129fbdcd3bb1c4f1f7fe",2023-07-27 02:09:44,"Yes","No",3,2,"English",4,"Asia",2,"[""acc_ex""]",NA,NA,"Western",NA,"invariant","control",2,"order2",3
"61004696895aeda4629ecd6e",2023-07-27 01:16:35,"Yes","Yes",4,5,"Hindi",4,"Asia",3,"[""acc_social"",""acc_l2""]",4,"English","Southern",NA,"invariant","control",2,"order2",3
"5f50b1bbe29c992335098fb1",2023-07-27 01:39:41,"Yes","Yes",2,4,"Hindi",3,"Africa",3,"[""acc_ex"",""acc_l2""]",3,"English","Middle",NA,"invariant","control",2,"order2",3
"615327ab3d238b032366a545",2023-07-27 02:04:42,"Yes","Yes",2,5,"Spanish",3,"Europe",4,"[""acc_ex"",""acc_l2""]",3,"English","Western",NA,"invariant","control",2,"order2",3
